Tipo;Producto;AlfaBeta;Troquel;CodBarraPrinc;Laboratorio;Precio;Neto;CadenaFrio;RequiereVale;Trazable;CodKellerhoff
D; TREGINAX 100 MG CPR DISPER X 30;32427;5094891;7795349501525;ARISTON S.A.C.I.F. QUIMIC;47364,18;0;0;0;0;1000028685
D;+50 CPR X 30;48773;9948773;7790839000267;ISA-INSTITUTO SEROTERAPIC;7314,91;1;0;0;0;1000008760
D;102 AÑOS PLUS CPR X 30;30940;9930940;7791984000485;GRAMON MILLET S.A.;11411,57;1;0;0;0;1000008761
D;102 AÑOS PLUS CPR X 60;33894;9933894;7791984000492;GRAMON MILLET S.A.;19858,40;1;0;0;0;1000008762
D;102 AÑOS PLUS CPR X 90;41040;9941040;7791984000508;GRAMON MILLET S.A.;28069,76;1;0;0;0;1000008763
D;102 AÑOS PLUS SOB X 15;38177;9938177;7791984000515;GRAMON MILLET S.A.;9564,34;1;0;0;0;1000008764
D;102 FOCUS CPR REC X 30;63834;9963834;7791984001727;GRAMON MILLET S.A.;14951,01;1;0;0;0;1000027423
D;102 HOMBRE +50 CPR REC X 30;64475;9964475;7791984001970;GRAMON MILLET S.A.;14347,84;1;0;0;0;1000028748
D;102 MAGNESIO CITRATO CPR REC X 30;63462;9963462;7791984001758;GRAMON MILLET S.A.;10683,90;1;0;0;0;1000026169
D;102 MAGNESIO CPR REC X 30;62383;9962383;7791984001512;GRAMON MILLET S.A.;10150,73;1;0;0;0;1000024202
D;102 MAGNESIO GUMMIES FCO X 90;62384;9962384;7791984001529;GRAMON MILLET S.A.;12669,92;1;0;0;0;1000024203
D;102 MUJER +50 CPR REC X 30;64476;9964476;7791984001987;GRAMON MILLET S.A.;14347,84;1;0;0;0;1000028747
D;102 MUJER CAP BLANDAS X 30;55785;9955785;7791984001154;GRAMON MILLET S.A.;13720,86;1;0;0;0;1000008765
D;102 SPORT BCAA SOB X 30;61210;9961210;7791984001192;GRAMON MILLET S.A.;24697,13;1;0;0;0;1000008766
D;102 SPORT MAX SOB X 30;52705;9952705;7791984000539;GRAMON MILLET S.A.;30054,21;1;0;0;0;1000008767
D;102 VIT C CPR REC X 30;63460;9963460;7791984001710;GRAMON MILLET S.A.;11339,92;1;0;0;0;1000026243
D;102 VIT C SOB X 30;63461;9963461;7791984001635;GRAMON MILLET S.A.;12847,66;1;0;0;0;1000026244
D;3TC SOL ORAL X 240 ML;18001;4108371;7798365530999;GSK BIOPHARMA ARGENTINA S;110831,82;0;0;0;1;1000021471
D;4X4 50 MG CPR X 4;33893;5159542;7790839980248;ISA-INSTITUTO SEROTERAPIC;7000,00;0;0;0;0;1000008771
D;5 ASA 1000 MG SOB X 30;53164;6393421;7795327064622;DOMINGUEZ S.A., LAB.;204255,12;0;0;0;0;1000008772
D;5 ASA 1000 MG SUPOS X 30;62669;6770711;7795327065919;DOMINGUEZ S.A., LAB.;237353,82;0;0;0;0;1000024971
D;5 ASA 2000 MG SOB X 30;53165;6393551;7795327064639;DOMINGUEZ S.A., LAB.;366256,07;0;0;0;0;1000008773
D;5 ASA 400 MG CPR X 30;11105;3313721;7795327061164;DOMINGUEZ S.A., LAB.;104542,54;0;0;0;0;1000008774
D;5 ASA 400 MG CPR X 60;11106;3313722;7795327061171;DOMINGUEZ S.A., LAB.;198778,47;0;0;0;0;1000008775
D;5 ASA 400 MG SUPOS X 10;11107;3314131;7795327061188;DOMINGUEZ S.A., LAB.;41133,21;0;0;0;0;1000008776
D;5 ASA 400 MG SUPOS X 30;11108;3314132;7795327061195;DOMINGUEZ S.A., LAB.;117746,86;0;0;0;0;1000008777
D;5 ASA 4000 MG SOB X 30;59115;6655681;7795327065742;DOMINGUEZ S.A., LAB.;610269,34;0;0;0;0;1000008778
D;5 ASA 500 MG CPR X 30;43119;5820131;7795327063625;DOMINGUEZ S.A., LAB.;107833,39;0;0;0;0;1000008779
D;5 ASA 500 MG CPR X 60;43120;5820132;7795327063632;DOMINGUEZ S.A., LAB.;194105,80;0;0;0;0;1000008780
D;5 ASA 800 MG CPR X 30;43121;5820001;7795327063670;DOMINGUEZ S.A., LAB.;156910,63;0;0;0;0;1000008781
D;5 ASA 800 MG CPR X 60;43122;5820002;7795327063687;DOMINGUEZ S.A., LAB.;271355,56;0;0;0;0;1000008782
D;5 FU UNG X 20 GR;63320;6747551;7795373003538;CASSARA S.R.L., LAB. PABL;61750,00;0;0;0;0;1000025958
D;5 XR 1000 MG CPR X 30;61415;6680841;7795349500924;ARISTON S.A.C.I.F. QUIMIC;176087,55;0;0;0;0;1000022179
D;5 XR 1000 MG CPR X 60;61416;6680842;7795349500931;ARISTON S.A.C.I.F. QUIMIC;348524,23;0;0;0;0;1000022181
D;5 XR 500 MG CPR X 100;44805;5895422;7795349000189;ARISTON S.A.C.I.F. QUIMIC;291949,26;0;0;0;0;1000008787
D;5 XR 500 MG CPR X 50;44804;5895421;7795349000172;ARISTON S.A.C.I.F. QUIMIC;155011,93;0;0;0;0;1000008788
D;8 HORAS 2 MG CPR X 30;40561;5624002;7796285053147;ELEA S.A.C.I.F. Y A., LAB;25208,30;0;0;0;0;1000008789
D;8 HORAS 3 MG CPR X 30;40562;5624131;7796285053154;ELEA S.A.C.I.F. Y A., LAB;31508,86;0;0;0;0;1000008790
D;ABARAX 100 MG CPR X 100;47976;6149711;7796285272616;ELEA S.A.C.I.F. Y A., LAB;110886,78;0;0;0;1;1000005628
D;ABARAX 50 MG CPR X 100;47975;6149681;7796285272623;ELEA S.A.C.I.F. Y A., LAB;69121,31;0;0;0;1;1000005629
D;ABAXON 10 MG CPR X 10;60684;6687847;7795345123370;ROEMMERS S.A.I.C.F.;53359,00;0;0;0;1;1000005630
D;ABAXON 10 MG CPR X 30;59963;6687842;7795345123387;ROEMMERS S.A.I.C.F.;134099,00;0;0;0;1;1000005631
D;ABAXON 15 MG CPR X 30;59964;6687972;7795345123394;ROEMMERS S.A.I.C.F.;127581,00;0;0;0;1;1000005632
D;ABAXON 2,5 MG CPR X 30;59962;6688002;7795345123363;ROEMMERS S.A.I.C.F.;69014,00;0;0;0;1;1000005633
D;ABAXON 20 MG CPR X 30;59965;6687712;7795345123400;ROEMMERS S.A.I.C.F.;138082,00;0;0;0;1;1000005634
D;ABRALUX CR X 60 GR;30727;9930727;7798095330043;VALUGE S.A.;21177,63;1;0;0;0;1000005637
D;ABRYSVO FCO AMP X 1;61617;6752421;5415062115848;PFIZER S.R.L.;384237,35;0;1;0;1;1000026194
D;ACALIX 120 CPR X 50;4545;3064742;7795345006130;ROEMMERS S.A.I.C.F.;34617,00;0;0;0;0;1000005639
D;ACALIX 25 INY X 1;4112;3064901;7795345003412;ROEMMERS S.A.I.C.F.;20713,00;0;0;0;0;1000005640
D;ACALIX 60 CPR X 50;7577;2766272;7795345002811;ROEMMERS S.A.I.C.F.;13780,00;0;0;0;0;1000005641
D;ACALIX AP 120 CAP X 30;7578;2828722;7795345001968;ROEMMERS S.A.I.C.F.;32950,00;0;0;0;0;1000005642
D;ACALIX CRONOS 180 MG CAP X 30;38106;5468844;7795345013541;ROEMMERS S.A.I.C.F.;34447,00;0;0;0;0;1000005643
D;ACALIX CRONOS 240 MG CAP X 30;38107;5468974;7795345013558;ROEMMERS S.A.I.C.F.;49833,00;0;0;0;0;1000005644
D;ACALIX CRONOS 300 MG CAP X 30;38108;5469004;7795345013565;ROEMMERS S.A.I.C.F.;55865,00;0;0;0;0;1000005645
D;ACANTEX MUS 1000 MG AMP X 1;48516;6177551;7798129414510;SIEGFRIED S.A.;25866,34;0;0;0;0;1000003212
D;ACANTEX MUS 500 MG AMP X 1;48555;6177421;7798129414503;SIEGFRIED S.A.;13395,66;0;0;0;0;1000003213
D;ACANTEX VEN 1000 MG AMP X 1;48556;6177681;7798129414527;SIEGFRIED S.A.;18306,28;0;0;0;0;1000003214
D;ACANTEX VEN 2000 MG FR AMP X 1;48557;6177711;7795380001299;SIEGFRIED S.A.;36019,98;0;0;0;0;1000003215
D;ACC P/DOBLE CONTR COLON E Z EM;8806;2030262;7795337911237;TEMIS LOSTALO, LAB.;275585,11;1;0;0;0;1000003222
D;ACCU-CHEK ACTIVE GLUC TIRAS ENV X 25;53861;9953861;4015630064175;ROCHE DIABETES CARE ARGEN;44007,84;1;0;0;0;1000003228
D;ACCU-CHEK ACTIVE GLUC TIRAS X 50;53862;9953862;4015630064076;ROCHE DIABETES CARE ARGEN;79162,75;1;0;0;0;1000003229
D;ACCU-CHEK ACTIVE KIT X 1;29221;9929221;4015630064243;ROCHE DIABETES CARE ARGEN;74216,58;1;0;0;0;1000003230
D;ACCU-CHEK FASTCLIX KIT X 1;53865;9953865;4015630065585;ROCHE DIABETES CARE ARGEN;27807,41;1;0;0;0;1000003231
D;ACCU-CHEK GUIDE GLUC TIRAS ENV X 25;53987;9953987;4015630066834;ROCHE DIABETES CARE ARGEN;44007,84;1;0;0;0;1000003232
D;ACCU-CHEK GUIDE GLUC TIRAS ENV X 50;53986;9953986;4015630066841;ROCHE DIABETES CARE ARGEN;79162,75;1;0;0;0;1000003233
D;ACCU-CHEK GUIDE KIT MEDIDOR X 1;53985;9953985;4015630067572;ROCHE DIABETES CARE ARGEN;44509,79;1;0;0;0;1000003234
D;ACCU-CHEK PERFORMA CONTROL SOL FCO X 2;40742;9940742;4015630007257;ROCHE DIABETES CARE ARGEN;13651,70;1;0;0;0;1000003239
D;ACCU-CHEK PERFORMA GLUC TIRAS ENV X 25;40740;9940740;4015630981960;ROCHE DIABETES CARE ARGEN;44007,84;1;0;0;0;1000003240
D;ACCU-CHEK PERFORMA GLUC TIRAS ENV X 50;40741;9940741;4015630981977;ROCHE DIABETES CARE ARGEN;79162,75;1;0;0;0;1000003241
D;ACCU-CHEK SMART PIX X 2;52191;9952191;4015630063550;ROCHE DIABETES CARE ARGEN;564457,54;1;0;0;0;1000003243
D;ACCU-CHEK SOFTCLIX PUNZADOR KIT X 1;21157;9921157;4015630018239;ROCHE DIABETES CARE ARGEN;16532,05;1;0;0;0;1000003244
D;ACEITE DE ALM EWE DUL X 30 ML;3139;9903139;7797811099509;SANITAS ARGENTINA, INST.;3043,72;1;0;0;0;1000003245
D;ACEITE DE ALM EWE DUL X 50 ML;3140;9903140;7797811099516;SANITAS ARGENTINA, INST.;4127,94;1;0;0;0;1000003246
D;ACEITE DE ALMENDRA EWE FCO GOTERO X 30ML;61224;9961224;7797811099493;SANITAS ARGENTINA, INST.;10299,38;1;0;0;0;1000021610
D;ACEITE DE ARGAN EWE X 50 ML;55000;9955000;7797811099462;SANITAS ARGENTINA, INST.;11344,76;1;0;0;0;1000003247
D;ACEITE DE CHIA NUTRIFARMA CAP X 30;48203;9948203;7791984999932;GRAMON MILLET S.A.;3731,20;1;0;0;0;1000003248
D;ACEITE DE JOJOBA EWE X 30 ML;59332;9959332;7797811099448;SANITAS ARGENTINA, INST.;10475,12;1;0;0;0;1000003249
D;ACEITE DE PESCADO OMEGA 3 HYDOR CAP X 30;;;7798357570217;BIO VANDA S.A.;8838,26;1;0;0;0;1000025176
D;ACEITE DE PESCADO OMEGA3 NUTRIFARMA CAP X30;48201;9948201;7791984999956;GRAMON MILLET S.A.;13414,56;1;0;0;0;1000003250
D;ACEITE DE RICINO EWE X 30 ML;3141;9903141;7797811099400;SANITAS ARGENTINA, INST.;3038,06;1;0;0;0;1000003251
D;ACEITE DE RICINO EWE X 50 ML;3142;9903142;7797811099417;SANITAS ARGENTINA, INST.;4223,92;1;0;0;0;1000003252
D;ACEITE ESENCIAL DE LAVANDA EWE X 8 ML;59239;9959239;7797811099431;SANITAS ARGENTINA, INST.;10813,94;1;0;0;0;1000003254
D;ACEITE ESMERALDA MOONE X 70 ML;4077;9904077;7798095260098;LABORATORIO DICOFAR SRL;13471,05;1;0;0;0;1000027667
D;ACEMUK 200 MG TABL EFERV X 10;63667;9963667;7798129418105;SIEGFRIED S.A.;13266,50;0;0;0;0;1000003255
D;ACEMUK 600 MG TABL EFERV X 10;21646;4324010;7798129415043;SIEGFRIED S.A.;16474,80;0;0;0;0;1000003256
D;ACEMUK 600 MG TABL EFERV X 10 DISPENSER X10;;;7798129416798;SIEGFRIED S.A.;148273,21;0;0;0;0;1000003257
D;ACEMUK 600 MG TABL EFERV X 20;21647;4324011;7798129415050;SIEGFRIED S.A.;26775,22;0;0;0;0;1000003259
D;ACEMUK 600 MG TABL EFERV X 5 PACK X 20;43208;9943208;7798129417016;SIEGFRIED S.A.;254605,75;0;0;0;0;1000003260
D;ACEMUK 600 MG TABL EFERV X 60;45711;4324013;7798129416804;SIEGFRIED S.A.;70947,97;0;0;0;0;1000003261
D;ACEMUK BIOTIC DUO CPR REC X 14;40035;5615554;7798129417078;SIEGFRIED S.A.;19189,48;0;0;0;0;1000003262
D;ACEMUK DIA Y NOCHE CPR EFERV X 12+4;44683;5916002;7798129415852;SIEGFRIED S.A.;14862,42;0;0;0;0;1000003263
D;ACEMUK GRIP CPR EFERV X 10;61724;6749551;7798129417719;SIEGFRIED S.A.;10063,47;0;0;0;0;1000022802
D;ACEMUK GRIP CPR EFERV X 10 PACK X 10;;;7798129417801;SIEGFRIED S.A.;100634,71;0;0;0;0;1000024148
D;ACEMUK JAR X 100;29676;4837351;7798129416781;SIEGFRIED S.A.;13913,73;0;0;0;0;1000003264
D;ACEMUK L CPR X 20;41877;5752684;7798129417085;SIEGFRIED S.A.;13206,12;0;0;0;0;1000003265
D;ACENOCOUMAROL ROSPAW 4 MG CPR X 20;40384;0558468;7798118063125;ROSPAW;30801,81;0;0;0;0;1000003267
D;ACERPES 400 MG CPR X 20;28987;4511883;7798129415456;SIEGFRIED S.A.;19716,24;0;0;0;0;1000003268
D;ACERPES 5% CR X 5 GR;23499;4511622;7798129418273;SIEGFRIED S.A.;8718,47;0;0;0;0;1000003269
D;ACERPES 5% CR X 5 GR EXHIB X 10;;;7798129418280;SIEGFRIED S.A.;78466,25;0;0;0;0;1000003270
D;ACERPES 800 MG CPR X 20;28983;4511963;7798129415463;SIEGFRIED S.A.;36174,92;0;0;0;0;1000003271
D;ACETA 250 MG CPR X 20;48845;6209711;7795373022584;BIOCEUTICA;20530,00;0;0;0;0;1000003272
D;ACI TIP SUSP X 200 ML;76;3086942;7795345002033;SIEGFRIED S.A.;16509,59;0;0;0;0;1000001468
D;ACIDO BORICO IBC X 20 GR FNA VII;;;7798151630834;INSTITUTO BIOLOGICO CORDO;259,68;1;0;0;0;1000023480
D;ACIDO FOLICO VANNIER 1 MG CPR X 30;35887;0453738;7795372459411;VANNIER S.A.;15744,21;0;0;0;0;1000028822
D;ACIDO FOLICO VANNIER 10 MG CPR X 30;29399;4537121;7795372000781;VANNIER S.A.;29889,21;0;0;0;0;1000028846
D;ACIDO FOLICO VANNIER 5 MG CPR X 30;29398;4537201;7795372000774;VANNIER S.A.;20302,21;0;0;0;0;1000001471
D;ACIDO ZOLEDRONICO 4 MG INY LIOF X 1+SOLV;47977;5499261;7791829000694;MICROSULES ARGENTINA S.A.;787687,18;0;0;0;1;1000028144
D;ACIFOL 1 MG CPR X 30;13418;3444321;7795327000040;DOMINGUEZ S.A., LAB.;16359,85;0;0;0;0;1000001473
D;ACIFOL 1 MG CPR X 60;13419;3444322;7795327000057;DOMINGUEZ S.A., LAB.;27273,75;0;0;0;0;1000001474
D;ACIFOL 10 MG CPR X 30;22693;4465431;7795327061300;DOMINGUEZ S.A., LAB.;30785,72;0;0;0;0;1000001475
D;ACIFOL 10 MG CPR X 60;22694;4465432;7795327061317;DOMINGUEZ S.A., LAB.;50418,99;0;0;0;0;1000001476
D;ACIFOL 5 MG CPR X 30;16231;3978451;7795327060082;DOMINGUEZ S.A., LAB.;21065,55;0;0;0;0;1000001477
D;ACIFOL 5 MG CPR X 60;16232;3978452;7795327060099;DOMINGUEZ S.A., LAB.;35864,98;0;0;0;0;1000001478
D;ACIFOL B12 CPR REC X 30;33856;5097631;7795327061980;DOMINGUEZ S.A., LAB.;33240,69;0;0;0;0;1000001479
D;ACIFOL B12 CPR REC X 60;33859;5097632;7795327061997;DOMINGUEZ S.A., LAB.;56636,06;0;0;0;0;1000001480
D;ACIFOL FE CPR X 30;53540;6400971;7795327064684;DOMINGUEZ S.A., LAB.;30953,22;0;0;0;0;1000001481
D;ACIFOL FE CPR X 60;53541;6400972;7795327064691;DOMINGUEZ S.A., LAB.;56035,71;0;0;0;0;1000001482
D;ACIFOL GTS X 10 ML;33442;4930571;7795327060167;DOMINGUEZ S.A., LAB.;23405,89;0;0;0;0;1000001483
D;ACIFUSIN B CR X 15 GR;42665;5702391;7793742002144;ANDROMACO S.A.I.C.I. LAB.;31475,48;0;0;0;0;1000001485
D;ACIFUSIN CR X 15 GR;42663;5702131;7793742002137;ANDROMACO S.A.I.C.I. LAB.;20242,45;0;0;0;0;1000001486
D;ACIFUSIN UNG X 15 GR;42664;5702261;7793742002120;ANDROMACO S.A.I.C.I. LAB.;15082,92;0;0;0;0;1000001487
D;ACIMED 20 MG CAP MICROGR GASTRORRES X 28;63526;9963526;7798011654888;CASSARA S.R.L., LAB. PABL;7900,00;0;0;0;0;1000026747
D;ACIMED 20 MG CAP X 15;28319;4634303;7795344001105;LEPETIT PHARMA S.A.;3750,00;0;0;0;0;1000001488
D;ACIMED 20 MG CAP X 30;26003;4634302;7795344001075;LEPETIT PHARMA S.A.;7500,00;0;0;0;0;1000001489
D;ACIMED 40 MG CAP X 15;54590;4634481;7798011653348;LEPETIT PHARMA S.A.;19720,00;0;0;0;0;1000001490
D;ACIMED 40 MG CAP X 30;54591;4634482;7798011653355;LEPETIT PHARMA S.A.;36640,00;0;0;0;0;1000001491
D;ACIMED F 20 MG CPR X 30;63628;6747262;7798011654802;SANITAS ARGENTINA, INST.;9512,00;0;0;0;0;1000026885
D;ACIMED F 40 MG CPR X 30;64052;6747392;7798011654826;SANITAS ARGENTINA, INST.;16932,00;0;0;0;0;1000027680
D;ACIMED L 30 MG CAP X 30;54478;5476132;7798011653317;LEPETIT PHARMA S.A.;27530,00;0;0;0;0;1000001492
D;ACIVAL CPR X 30;10818;3360911;7798113701015;GEMINIS FARMACEUTICA S.A.;17940,15;0;0;0;0;1000001493
D;ACIVAL CPR X 60;48831;5939713;7798113701039;GEMINIS FARMACEUTICA S.A.;31781,70;0;0;0;0;1000001494
D;ACLASTA 5 MG FCO AMP X 100 ML;38128;5472971;7795355999248;BIO SIDUS S.A.;827150,85;0;0;0;1;1000001495
D;ACLER 1% CR X 20 GR;64615;0560168;7798021111937;THERABEL PHARMA S.A.;50346,40;0;0;0;0;1000029252
D;ACLER 5% CR X 20 GR;40612;0560171;7798021111470;THERABEL PHARMA S.A.;64928,24;0;0;0;0;1000001496
D;ACLOSAN 0,4 MG CAP X 30;24731;4655431;7798016922494;EUROFARMA;63185,19;0;0;0;0;1000001497
D;ACLOXIGENAC 50 MG CPR REC X 10;55690;6492551;7797416013276;LABORATORIO ECZANE PHARMA;3592,24;0;0;0;0;1000023105
D;ACLOXIGENAC 50 MG CPR REC X 20;61838;6492553;7797416016253;LABORATORIO ECZANE PHARMA;7004,72;0;0;0;0;1000023106
D;ACLOXIGENAC 75 MG CPR REC X 10;55691;6492681;7797416013290;LABORATORIO ECZANE PHARMA;8261,93;0;0;0;0;1000023107
D;ACLOXIGENAC 75 MG CPR REC X 20;61840;6492683;7797416016260;LABORATORIO ECZANE PHARMA;13877,96;0;0;0;0;1000023108
D;ACLOXIGENAC 75 MG CPR REC X 500(50X10);61841;9961841;7797416014037;LABORATORIO ECZANE PHARMA;127473,61;0;0;0;0;1000025403
D;ACLOXIGENAC LP 100 MG CAP X 10;61842;6492711;7797416013313;LABORATORIO ECZANE PHARMA;10601,22;0;0;0;0;1000023102
D;ACLOXIGENAC LP 100 MG CAP X 20;61843;6492713;7797416016284;LABORATORIO ECZANE PHARMA;18896,98;0;0;0;0;1000023103
D;ACLOXIGENAC PLUS 50/4 MG CPR REC X 10;58842;6660391;7797416015157;LABORATORIO ECZANE PHARMA;10748,65;0;0;0;0;1000022347
D;ACLOXIGENAC PLUS 50/4 MG CPR REC X 20;58844;6660393;7797416015171;LABORATORIO ECZANE PHARMA;19227,24;0;0;0;0;1000022349
D;ACLUSIN 100 MG CPR X 30;43492;5778841;7791909116123;CASASCO S.A.I.C., LAB.;48065,81;0;0;0;0;1000001498
D;ACLUSIN 100 MG CPR X 60;52591;5778842;7791909116130;CASASCO S.A.I.C., LAB.;84364,31;0;0;0;0;1000001499
D;ACLUSIN 50 MG CPR X 30;43491;5778711;7791909116017;CASASCO S.A.I.C., LAB.;28517,19;0;0;0;0;1000001500
D;ACNECLIN 100 AP CAP X 30;22085;4434243;7798129414640;SIEGFRIED S.A.;52865,67;0;0;0;0;1000001501
D;ACNECLIN CPR X 30;16603;3990312;7798129414657;SIEGFRIED S.A.;27272,93;0;0;0;0;1000001502
D;ACNECLIN PBA GEL TOP X 30 GR;52717;6384422;7798129418099;SIEGFRIED S.A.;37010,09;0;0;0;0;1000027345
D;ACNELESS PATCH APOSITO HIDROCOLOIDE PARA ACNE X 12;;;7798158486861;GRIMBERG;6390,87;1;0;0;0;1000029833
D;ACNESAN 10% GEL X 40;30461;2938872;7794428010040;FORTBENTON CO.,LAB. S.A.;21636,67;0;0;0;0;1000001503
D;ACNESAN 5% GEL X 40;30460;2938792;7794428010033;FORTBENTON CO.,LAB. S.A.;21636,67;0;0;0;0;1000001504
D;ACNESAN DRY STICK BARRA SECATIVA X 2 GR;63898;9963898;7794428312823;FORTBENTON CO.,LAB. S.A.;20087,86;0;0;0;0;1000028281
D;ACNETROL GEL X 60 GR;2646;9902646;7798024330014;LAGOS LABORATORIOS ARGENT;24603,96;1;0;0;0;1000001505
D;ACNETROL LOC X 130 ML;923;9900923;7798024330021;LAGOS LABORATORIOS ARGENT;24603,96;1;0;0;0;1000001506
D;ACNIBEN FACE MASK X 75 ML;;;8429420236769;ISDIN ARGENTINA S.A;35163,88;1;0;0;0;1000001507
D;ACNIBEN GEL LIMP X 150 ML;42852;9942852;8470003245913;ISDIN ARGENTINA S.A;34589,34;1;0;0;0;1000001508
D;ACNIBEN MICELLAR CLEANSER X400ML;;;8429420303539;ISDIN ARGENTINA S.A;49757,89;1;0;0;0;1000028153
D;ACNIBEN ON THE SPOT X 15 ML;;;8470001855107;ISDIN ARGENTINA S.A;31210,06;1;0;0;0;1000001509
D;ACNIBEN PACK BODY X150ML +GEL LIMP X50ML;;;8429420296428;ISDIN ARGENTINA S.A;43654,57;1;0;0;0;1000023942
D;ACNIBEN PACK NIGHT X27ML+GEL LIMP X200ML;;;8429420296435;ISDIN ARGENTINA S.A;79143,43;1;0;0;0;1000023943
D;ACNIBEN RX EMUL LIMP X 200 ML;38946;9938946;8470002000698;ISDIN ARGENTINA S.A;37565,06;1;0;0;0;1000001511
D;ACNIBEN RX GEL CR HIDRAT X 40 ML;38947;9938947;8470002000704;ISDIN ARGENTINA S.A;54276,70;1;0;0;0;1000001512
D;ACNIBEN RX LIPS X 10 ML;43408;9943408;8470001509802;ISDIN ARGENTINA S.A;31540,34;1;0;0;0;1000001513
D;ACNIBEN TS BODY SPRAY X 150 ML;53908;9953908;8470001806475;ISDIN ARGENTINA S.A;43654,57;1;0;0;0;1000001514
D;ACNIBEN TS CONTROL EQUIL GEL CR X 40 ML;42853;9942853;8470003245920;ISDIN ARGENTINA S.A;45994,16;1;0;0;0;1000001515
D;ACNIBEN TS GEL LIMP MATIFICANTE X 400 ML;;;8429420227590;ISDIN ARGENTINA S.A;54431,75;1;0;0;0;1000001516
D;ACNOXIN GEL X 45 GR;55138;0587524;7793742006319;ANDROMACO S.A.I.C.I. LAB.;31881,04;0;0;0;0;1000001517
D;ACNOXIN LOC X 140 ML;49541;0587522;7793742006203;ANDROMACO S.A.I.C.I. LAB.;39826,20;0;0;0;0;1000001518
D;ACNOXIN SPRAY X 140 ML;49916;0587523;7793742000461;ANDROMACO S.A.I.C.I. LAB.;50913,88;0;0;0;0;1000001519
D;ACRYLARM GEL OFT X 10 G;22474;4296482;7795368001501;POEN S.A.U.;26285,19;0;0;0;0;1000001526
D;ACRYLARM PLUS GEL OFT X 10 GR;42470;5687391;7795368055344;POEN S.A.U.;21947,09;0;0;0;0;1000001527
D;ACTEMIN 200 MG CPR X 10;59923;5036231;7795347900955;LAZAR & CIA. S.A., LAB. D;23144,73;0;0;0;0;1000001529
D;ACTEMIN 200 MG CPR X 30;59924;5036232;7795347900962;LAZAR & CIA. S.A., LAB. D;62887,73;0;0;0;0;1000001530
D;ACTINERVAL CPR X 30;10634;3366611;7790375000011;BAGO S.A., LABORATORIOS;23788,27;0;0;0;0;1000001538
D;ACTINERVAL CPR X 60;10635;3366613;7790375000028;BAGO S.A., LABORATORIOS;48913,49;0;0;0;0;1000001539
D;ACTISON 100 MG CPR REC X 60;35150;6336842;7798016922722;EUROFARMA;136220,25;0;0;0;0;1000001541
D;ACTIVAMENT 5 HTP CPR X 30;61754;9961754;7798008191563;FRAMINGHAM PHARMA S.R.L.;17866,45;1;0;0;0;1000022948
D;ACTIVIL 100 MG CPR REC X 2;22216;4468821;7791909114594;CASASCO S.A.I.C., LAB.;9197,58;0;0;0;0;1000003796
D;ACTIVIL 50 MG CPR MAST X 2;40969;5695421;7791909114808;CASASCO S.A.I.C., LAB.;6863,94;0;0;0;0;1000003797
D;ACTIVIL 50 MG CPR MAST X 2 EXH X 10;;;7791909114211;CASASCO S.A.I.C., LAB.;45561,59;0;0;0;0;1000027179
D;ACTRON FLEX 400/250 MG CAP X 10;55029;6393971;7793640991960;BAYER ARG. S.A.C.I.F.I. Y;12170,00;0;0;0;0;1000003798
D;ACTRON GEL POMO X 50 GR;58838;9958838;7793640992448;BAYER ARG. S.A.C.I.F.I. Y;14563,00;0;0;0;0;1000003799
D;ACTRON MIGRA RAP ACCION CAP X 10;63777;9963777;7793640992905;BAYER ARG. S.A.C.I.F.I. Y;4770,00;0;0;0;0;1000027243
D;ACTRON MUJER FTE RAP ACCION CAP X 10;34372;9934372;7793640215547;BAYER ARG. S.A.C.I.F.I. Y;3930,00;0;0;0;0;1000003800
D;ACTRON PED 4% SUSP X 100 ML;46707;6051391;7793640002093;BAYER ARG. S.A.C.I.F.I. Y;15229,99;0;0;0;0;1000003802
D;ACTRON PED 4% SUSP X 180 ML;55392;6051392;7793640992004;BAYER ARG. S.A.C.I.F.I. Y;20159,99;0;0;0;0;1000003803
D;ACTRON PED SUSP X 100 ML;33449;9933449;7793640215509;BAYER ARG. S.A.C.I.F.I. Y;6860,00;0;0;0;0;1000003804
D;ACTRON PLUS RAP ACCION CAP X 8;53874;9953874;7793640001065;BAYER ARG. S.A.C.I.F.I. Y;3914,00;0;0;0;0;1000003805
D;ACTRON RAP ACCION 600 MG CAP X 10;34037;5229911;7793640215523;BAYER ARG. S.A.C.I.F.I. Y;9905,00;0;0;0;0;1000003806
D;ACTRON RAP ACCION 600 MG CAP X 20;41637;5229912;7793640215622;BAYER ARG. S.A.C.I.F.I. Y;17900,00;0;0;0;0;1000003807
D;ACTRON RAP ACCION NF 400 MG CAP X 10;62619;9962619;7793640992752;BAYER ARG. S.A.C.I.F.I. Y;3930,00;0;0;0;0;1000024924
D;ACTRON RAP ACCION NF 400 MG CAP X 20;62620;9962620;7793640992769;BAYER ARG. S.A.C.I.F.I. Y;7490,00;0;0;0;0;1000024925
D;ACTRON RAP ACCION NF 400MG CAPX10 OF-30%;63573;9963573;7793640992844;BAYER ARG. S.A.C.I.F.I. Y;2750,00;0;0;0;0;1000026749
D;ACTRON RAP ACCION NF 600 MG CAP X 10;63504;6814841;7793640992820;BAYER ARG. S.A.C.I.F.I. Y;9904,99;0;0;0;0;1000028865
